langfile:page_id	page_title	rev_id	timestamp	type	id
astwiki.tsv:83576	Ctenucha	1028417	2016-12-11T18:12:09Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84063	Stiriinae	1032364	2017-01-20T11:28:49Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84065	Abrostolini	1032368	2017-01-20T11:32:54Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84066	Phytometrinae	1032375	2017-01-20T11:47:36Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84067	Balsinae	1032383	2017-01-20T11:58:41Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84068	Pantheinae	1032386	2017-01-20T12:12:02Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84069	Catocalini	1032398	2017-01-20T12:28:51Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84070	Condicinae	1032405	2017-01-20T12:36:00Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84071	Heliothinae	1032414	2017-01-20T12:45:54Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84072	Eustrotiinae	1032437	2017-01-20T13:09:59Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84527	Leucania	1035762	2017-02-12T11:47:42Z	doi	10.3897/zookeys.40.414
astwiki.tsv:84537	Anoba	1038197	2017-02-28T11:18:02Z	doi	10.3897/zookeys.39.428
astwiki.tsv:84574	Tarache albifusa	1036600	2017-02-18T16:12:15Z	doi	10.3897/zookeys.9.180
astwiki.tsv:86970	Chiangmaia	1052894	2017-07-11T11:30:42Z	doi	10.3897/zookeys.52.496
astwiki.tsv:87226	Erigoninae	1054288	2017-07-19T09:40:45Z	doi	10.3897/zookeys.59.508
astwiki.tsv:91628	Cetoniinae	1116987	2017-09-23T19:26:46Z	doi	10.3897/zookeys.88.807
astwiki.tsv:91738	Dromiusina	1117374	2017-09-24T09:59:26Z	doi	10.3897/zookeys.88.807
astwiki.tsv:91786	Taxonomía	1117427	2017-09-24T10:18:47Z	doi	10.3897/zookeys.150.2166
astwiki.tsv:91786	Taxonomía	1117427	2017-09-24T10:18:47Z	doi	10.3897/zookeys.150.1766
astwiki.tsv:91786	Taxonomía	1117427	2017-09-24T10:18:47Z	doi	10.3897/zookeys.209.3178
astwiki.tsv:113047	Mecoptera	1245183	2018-02-24T13:34:14Z	doi	10.3897/zookeys.318.5226
astwiki.tsv:113053	Raphidioptera	1245189	2018-02-24T13:34:50Z	doi	10.3897/zookeys.204.2740
astwiki.tsv:113057	Diptera	1245193	2018-02-24T13:35:18Z	doi	10.3897/BDJ.3.y4187
astwiki.tsv:113085	Diplopoda	1245223	2018-02-24T13:38:46Z	doi	10.3897/ijm.7.3064
astwiki.tsv:113085	Diplopoda	1245223	2018-02-24T13:38:46Z	doi	10.3897/biorisk.4.51
astwiki.tsv:113085	Diplopoda	1245223	2018-02-24T13:38:46Z	doi	10.3897/zookeys.241.3831
astwiki.tsv:113085	Diplopoda	1245223	2018-02-24T13:38:46Z	doi	10.3897/ijm.6.2187
astwiki.tsv:113085	Diplopoda	1245223	2018-02-24T13:38:46Z	doi	10.3897/ijm.5.1995
astwiki.tsv:113307	Phocidae	1245450	2018-02-24T14:04:51Z	doi	10.3897/zookeys.409.6244
aswiki.tsv:34049	কুৰুলী ফেঁচা	122630	2013-04-24T04:00:51Z	doi	10.3897/zookeys.132.1346
aswiki.tsv:34607	অ'লিংগুইট'	126876	2013-08-16T12:38:14Z	doi	10.3897/zookeys.324.5827
azwiki.tsv:302732	Kadis körfəzi	2423595	2012-12-06T16:55:21Z	doi	10.3897/ZooKeys.113.1402
bawiki.tsv:67187	Олингито	405537	2013-08-19T05:47:05Z	doi	10.3897/zookeys.324.5827
bewiki.tsv:135607	Бінамінальная наменклатура	1312751	2012-09-25T08:09:47Z	doi	10.3897/phytokeys.5.1850{{ref-en}}{{V
bewiki.tsv:202641	Аляксандр Васільевіч Калчак	2231378	2015-12-22T21:42:51Z	doi	10.3897/zookeys.313.5317
bewiki.tsv:305224	Arctoseius koltschaki	2231130	2015-12-22T11:18:58Z	doi	10.3897/zookeys.313.5317
bewiki.tsv:356578	Молі-малюткі	2447082	2017-01-03T13:49:17Z	doi	10.3897/zookeys.628.9799
bewiki.tsv:356578	Молі-малюткі	2447082	2017-01-03T13:49:17Z	doi	10.3897/zookeys.628.9805
bewiki.tsv:356866	Зандэ (мова)	2447720	2017-01-04T09:22:30Z	doi	10.3897/zookeys.285.4892
bewiki.tsv:474222	Damaeidae	2688948	2017-08-19T19:46:30Z	doi	10.3897/zookeys.119.1629
bewiki.tsv:522758	Prostigmata	2836282	2017-09-21T16:36:43Z	doi	10.3897/zookeys.425.8110
bewiki.tsv:526015	Peripatopsidae	2847340	2017-09-23T05:42:06Z	doi	10.3897/zookeys.211.3463
be_x_oldwiki.tsv:153929	Бінамінальная намэнклятура	1698429	2014-03-19T13:27:55Z	doi	10.3897/phytokeys.5.1850{{ref-en}}
bgwiki.tsv:34910	Мравки	7898530	2017-05-09T22:11:27Z	doi	10.3897/zookeys.62.430
bgwiki.tsv:81511	Пчели	7216749	2016-03-16T13:44:17Z	doi	10.3897/zookeys.389.7076
bgwiki.tsv:467129	Sphincterochila	5979435	2013-12-24T09:34:25Z	doi	10.3897/zookeys.151.2264
bgwiki.tsv:468452	Achatina fulica	5995597	2014-01-04T19:03:21Z	doi	10.3897/zookeys.70.762
bgwiki.tsv:474041	Кайрови	6055836	2014-02-21T20:03:00Z	doi	10.3897/zookeys.91.709
bgwiki.tsv:504176	Commelina erecta	6363125	2014-12-07T11:27:58Z	doi	10.3897/phytokeys.9.2279
bgwiki.tsv:655657	Тъпоглави дървесни змии	7838929	2017-03-25T15:23:41Z	doi	10.3897/zookeys.244.3950
bgwiki.tsv:663022	Александър Расницин	7948268	2017-06-22T23:25:35Z	doi	10.3897/zookeys.130.1917
bgwiki.tsv:663022	Александър Расницин	7948267	2017-06-22T23:15:29Z	doi	10.3897/zookeys.130.1890
bnwiki.tsv:67687	ডাইনোসর	1637889	2014-06-10T09:26:04Z	doi	10.3897/zookeys.63.550
bnwiki.tsv:453576	থেরোপোডা	1938413	2015-10-31T15:24:34Z	doi	10.3897/zookeys.63.550
bnwiki.tsv:541714	নিওপালপা ডোনাল্ডট্রাম্পি	2480513	2017-01-27T11:07:50Z	doi	10.3897/zookeys.646.11411
bnwiki.tsv:624349	তিমুর	2889311	2018-02-02T07:05:39Z	doi	10.3897/zookeys.109.1439
brwiki.tsv:89401	Herrerasaurus	1008552	2011-07-16T12:03:31Z	doi	10.3897/zookeys.63.550
bswiki.tsv:412252	Međunarodni kodeks nomenklature algi, gljiva i biljaka	2724211	2016-05-17T16:40:19Z	doi	10.3897/phytokeys.6.1960
cebwiki.tsv:2788906	Macrosolen	15478019	2017-08-25T11:38:36Z	doi	10.3897/phytokeys.80.13338
cswiki.tsv:205248	Herrerasaurus	13977653	2016-07-31T14:43:01Z	doi	10.3897/zookeys.63.550
cswiki.tsv:607618	Sanjuansaurus	10405731	2013-06-10T23:23:33Z	doi	10.3897/zookeys.63.550
cswiki.tsv:841475	Pegomastax	9798017	2013-02-26T19:38:03Z	doi	10.3897/zookeys.226.2840
cswiki.tsv:841475	Pegomastax	15382208	2017-10-03T12:42:51Z	doi	10.3897/zookeys.227.4091
cswiki.tsv:906923	Nahohřbetí	11633414	2014-07-03T06:05:05Z	doi	10.3897/zookeys.327.5427
cswiki.tsv:918158	Baltský jantar	10440474	2013-06-24T08:34:47Z	doi	10.3897/zookeys.20.161
cswiki.tsv:1223030	Zooniverse	14021722	2016-08-18T17:57:36Z	doi	10.3897/zookeys.209.3472
cswiki.tsv:1289886	Olingo štíhlý	14959156	2017-05-04T17:03:57Z	doi	10.15560/7.4.505
cswiki.tsv:1305521	Cecílie kroužkovaná	15153389	2017-07-11T20:15:37Z	doi	10.15560/9.1.106
cywiki.tsv:93962	Gwyfyn brith	1256162	2012-07-22T07:39:59Z	doi	10.3897/zookeys.139.1308
dawiki.tsv:868691	Lakseslægten	8449702	2016-02-12T20:56:15Z	doi	10.3897/zookeys.462.8177
dawiki.tsv:869926	International Code of Zoological Nomenclature	8460982	2016-02-24T12:07:23Z	doi	10.3897/zookeys.219.3944
dawiki.tsv:931806	Koh Tao	9143187	2017-07-10T11:13:30Z	doi	10.15560/10.5.1123
dewiki.tsv:276078	Leuchtaugenfische	173950776	2018-02-13T07:06:37Z	doi	10.3897/zse.94.22173
dewiki.tsv:1484078	Flohkäfer	147630368	2015-11-02T13:29:17Z	doi	10.3897/zookeys.88.807
dewiki.tsv:225022	Zahnkärpflinge	173840738	2018-02-10T04:50:06Z	doi	10.3897/zse.94.22173
dewiki.tsv:403011	Sommerwurzen	173394402	2018-01-27T17:12:45Z	doi	10.3897/phytokeys.75.10473
dewiki.tsv:201597	Götterbaum	162399890	2017-02-07T09:54:48Z	doi	10.3897/zookeys.46.406
dewiki.tsv:160498	Rötegewächse	97065602	2011-12-13T06:10:56Z	doi	10.3897/phytokeys.4.1600
dewiki.tsv:1273805	Makibären	121564559	2013-08-15T17:03:05Z	doi	10.3897/zookeys.324.5827
dewiki.tsv:256485	Opuntien	105503423	2012-07-12T20:00:51Z	doi	10.3897/CompCytogen.v6i1.2523
dewiki.tsv:435722	Herrerasauridae	118371781	2013-05-10T12:34:10Z	doi	10.3897/zookeys.63.550
dewiki.tsv:435725	Herrerasaurus	95609536	2011-11-05T07:50:49Z	doi	10.3897/zookeys.63.550
dewiki.tsv:144423	Bromelioideae	136648014	2014-12-10T13:46:12Z	doi	10.3897/phytokeys.17.3642
dewiki.tsv:127884	Paläoklimatologie	137818549	2015-01-15T19:02:27Z	doi	10.3897/zookeys.469.8439
dewiki.tsv:24716	Nachtschatten	124129564	2013-11-04T18:46:14Z	doi	10.3897/phytokeys.22.4041
dewiki.tsv:1752467	Hatzegopteryx	162156185	2017-01-30T20:37:40Z	doi	10.3897/zookeys.469.8439
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	135503390	2014-11-04T06:27:14Z	doi	10.3897/zookeys.448.7920
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	145478543	2015-08-28T05:16:40Z	doi	10.3897/zookeys.518.9340
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	145424394	2015-08-26T09:57:01Z	doi	10.3897/zookeys.518.6127
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	148690125	2015-12-03T08:17:44Z	doi	10.3897/zookeys.541.6297
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	136887224	2014-12-18T08:03:18Z	doi	10.3897/zookeys.463.8261
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	173494169	2018-01-30T18:49:59Z	doi	10.3897/BDJ.6.e22396
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	117890188	2013-04-25T11:46:41Z	doi	10.3897/JHR.32.4663
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	173493877	2018-01-30T18:39:28Z	doi	10.3897/zookeys.726.13864
dewiki.tsv:128963	Liste skurriler wissenschaftlicher Namen aus der Biologie	132222883	2014-07-17T10:57:12Z	doi	10.3897/zookeys.425.8110
dewiki.tsv:1041741	Stomatosuchus	69084402	2010-01-10T06:47:15Z	doi	10.3897/zookeys.28.325
dewiki.tsv:1524878	Berg-Feldwespe	130192725	2014-05-07T19:38:10Z	doi	10.3897/zookeys.400.6611
dewiki.tsv:1171240	Hornisse	157349281	2016-08-24T13:47:29Z	doi	10.3897/JHR.32.4685
dewiki.tsv:1044042	Kröten	150494271	2016-01-21T09:43:29Z	doi	10.3897/zookeys.555.6522
dewiki.tsv:290914	Honigbienen	158040263	2016-09-19T08:53:51Z	doi	10.3897/zookeys.96.752
dewiki.tsv:26128	Internationaler Code der Nomenklatur für Algen, Pilze und Pflanzen	101430402	2012-03-29T14:03:22Z	doi	10.3897/phytokeys.5.1850
dewiki.tsv:269031	Stutzkäfer	122721610	2013-09-20T18:15:33Z	doi	10.3897/zookeys.333.5909
dewiki.tsv:85049	Shakira	130601561	2014-05-21T09:08:23Z	doi	10.3897/zookeys.405.7402
dewiki.tsv:1318539	Schwarzmundgewächse	123172210	2013-10-05T18:19:59Z	doi	10.3897/phytokeys.20.4344
dewiki.tsv:1634379	Johnny Cash	151102031	2016-02-05T12:27:35Z	doi	10.3897/zookeys.560.6264
dewiki.tsv:116825	Hundsrobben	130478384	2014-05-17T06:44:23Z	doi	10.3897/zookeys.409.6244
dewiki.tsv:1324959	Langkäfer	110001126	2012-11-01T20:32:23Z	doi	10.3897/zookeys.88.807
dewiki.tsv:325882	Chicxulub-Krater	148945577	2015-12-10T23:05:27Z	doi	10.3897/zookeys.469.8439
dewiki.tsv:1697192	Illacme plenipes	111078483	2012-11-29T12:30:30Z	doi	10.3897/zookeys.241.3831
dewiki.tsv:99435	Termiten	98474379	2012-01-17T08:09:24Z	doi	10.3897/zookeys.148.1672
dewiki.tsv:801147	Steinkorallen	121028125	2013-07-30T03:52:22Z	doi	10.3897/zookeys.227.3612
dewiki.tsv:13637	Pythons	104523027	2012-06-18T11:57:15Z	doi	10.3897/zookeys.66.683
dewiki.tsv:2199657	Palmlanzenottern	118473735	2013-05-13T18:20:33Z	doi	10.3897/zookeys.298.4834
dewiki.tsv:87757	Fransenflügler	96873960	2011-12-08T07:40:49Z	doi	10.3897/biorisk.4.59
dewiki.tsv:2697865	Heterodontosaurus	121394068	2013-08-10T11:45:36Z	doi	10.3897/zookeys.226.2840
dewiki.tsv:4639	Systematik der Dinosaurier	118371709	2013-05-10T12:31:31Z	doi	10.3897/zookeys.63.550
dewiki.tsv:154802	Würfelquallen	143884758	2015-07-09T17:56:12Z	doi	10.3897/zookeys.503.9047
dewiki.tsv:36977	Kreide-Paläogen-Grenze	148341436	2015-11-24T09:22:20Z	doi	10.3897/zookeys.469.8439
dewiki.tsv:556636	Asteroideae	130158515	2014-05-06T17:11:30Z	doi	10.3897/phytokeys.16.3186
dewiki.tsv:2457842	Hypancistrus	150243065	2016-01-15T10:35:26Z	doi	10.3897/zookeys.552.5956
dewiki.tsv:2332618	Barber-Falle	109256928	2012-10-13T09:13:59Z	doi	10.3897/zookeys.196.3130
dewiki.tsv:2336484	Phrynopus	138981533	2015-02-18T21:16:40Z	doi	10.3897/zookeys.235.3885
dewiki.tsv:679024	Heterodontosauridae	149329206	2015-12-22T18:42:40Z	doi	10.3897/zookeys.226.2840
dewiki.tsv:818084	Nilhechte	158622055	2016-10-10T08:37:38Z	doi	10.3897/zookeys.561.7137
dewiki.tsv:680755	Höckerechsen	174143813	2018-02-18T12:48:12Z	doi	10.3897/zookeys.737.15095
dewiki.tsv:157538	Lebendgebärende Zahnkarpfen	174066859	2018-02-16T07:14:37Z	doi	10.3897/zse.94.22173
dewiki.tsv:2608124	Jeanne Baret	99161187	2012-02-02T13:23:38Z	doi	10.3897/phytokeys.8.2101
dewiki.tsv:573256	Drachenbäume	123564958	2013-10-18T04:11:19Z	doi	10.3897/phytokeys.26.5335
dewiki.tsv:827320	Krustenanemonen	111265536	2012-12-04T05:05:55Z	doi	10.3897/zookeys.246.3886
dewiki.tsv:1926748	Südpythons	105126701	2012-07-03T08:52:11Z	doi	10.3897/zookeys.66.683
dewiki.tsv:726453	Bittersüßer Nachtschatten	120267796	2013-07-05T22:37:51Z	doi	10.3897/phytokeys.22.4041
dewiki.tsv:2519690	Vespa velutina	156828003	2016-08-08T13:55:27Z	doi	10.3897/JHR.32.4685
dewiki.tsv:2081210	Schatten-Mönch	80586704	2010-10-22T11:25:18Z	doi	10.3897/zookeys.39.426
dewiki.tsv:3561937	Westlicher Langschnabeligel	112678202	2013-01-08T13:18:40Z	doi	10.3897/zookeys.255.3774
dewiki.tsv:3781070	Nationalpark Nino Konis Santana	115426282	2013-03-15T11:38:47Z	doi	10.3897/zookeys.109.1439
dewiki.tsv:105877	Internationale Regeln für die Zoologische Nomenklatur	107650725	2012-09-04T11:52:25Z	doi	10.3897/zookeys.219.3944
dewiki.tsv:3433709	John Lennon	135079793	2014-10-21T08:57:51Z	doi	10.3897/zookeys.448.7920
dewiki.tsv:4043356	Winden (Gattung)	164593910	2017-04-15T18:20:36Z	doi	10.3897/phytokeys.51.7104
dewiki.tsv:3925821	Ips (Käfer)	157217399	2016-08-20T21:16:28Z	doi	10.3897/zookeys.56.529
dewiki.tsv:3937009	Große Fässchenschnecke	131056922	2014-06-05T16:55:35Z	doi	10.3897/zookeys.301.5304
dewiki.tsv:3374565	Brunfelsia	107243637	2012-08-25T18:03:01Z	doi	10.3897/phytokeys.10.2558
dewiki.tsv:20935	Mönchsrobben	141466840	2015-04-25T07:18:24Z	doi	10.3897/zookeys.409.6244
dewiki.tsv:4967416	Schwarznarbenkröte	138867862	2015-02-15T15:41:10Z	doi	10.3897/zookeys.109.1439
dewiki.tsv:4970764	Pantheinae	78782973	2010-09-06T14:32:29Z	doi	10.3897/zookeys.39.432
dewiki.tsv:32242	Kreide (Geologie)	154771551	2016-05-28T13:51:23Z	doi	10.3897/zookeys.469.8439
dewiki.tsv:4210264	Rhinella chavin	138868184	2015-02-15T15:49:10Z	doi	10.3897/zookeys.371.6580
dewiki.tsv:3389363	Arion (Gattung)	126923855	2014-01-27T13:14:04Z	doi	10.3897/zookeys.365.6104
dewiki.tsv:3967014	Vielfraßschnecken	133729520	2014-09-04T13:17:15Z	doi	10.3897/zookeys.171.2273
dewiki.tsv:3631435	Muhammad bin Zayid Al Nahyan	169174302	2017-09-17T08:21:54Z	doi	10.3897/zookeys.277.3594
dewiki.tsv:6784805	Claudia Drees	138981800	2015-02-18T21:27:29Z	doi	10.3897/zookeys.100.1535
dewiki.tsv:3481707	Tindola	144686968	2015-08-03T19:26:39Z	doi	10.3897/phytokeys.54.3285
dewiki.tsv:3481792	Coccinia	144686578	2015-08-03T19:16:22Z	doi	10.3897/phytokeys.54.3285
dewiki.tsv:10645	Clipperton-Insel	168546407	2017-08-28T06:19:47Z	doi	10.3897/bdj.2.e1161
dewiki.tsv:7341665	Belidae	109830513	2012-10-28T12:13:01Z	doi	10.3897/zookeys.88.807
dewiki.tsv:7048893	Larsenianthus careyanus	105503950	2012-07-12T20:15:10Z	doi	10.3897/phytokeys.1.658
dewiki.tsv:4102654	Zierliche Feldwespe	130193562	2014-05-07T20:08:40Z	doi	10.3897/zookeys.400.6611
dewiki.tsv:7511626	Larsenianthus wardianus	113582312	2013-01-30T12:16:38Z	doi	10.3897/phytokeys.1.658
dewiki.tsv:7055115	Biodiversität der Philippinen	113932416	2013-02-08T05:35:20Z	doi	10.3897/zookeys.266.3982
dewiki.tsv:7512710	Larsenianthus assamensis	113602484	2013-01-30T20:58:06Z	doi	10.3897/phytokeys.1.658
dewiki.tsv:7513156	Larsenianthus arunachalensis	113614538	2013-01-31T08:38:44Z	doi	10.3897/phytokeys.1.658
dewiki.tsv:7514002	Zyzyura mayana	113633317	2013-01-31T17:59:09Z	doi	10.3897/phytokeys.20.4033
dewiki.tsv:3491719	Luffa	165599917	2017-05-17T20:59:35Z	doi	10.3897/phytokeys.5.1395
dewiki.tsv:7517313	Solanum kulliwaita	113711094	2013-02-02T16:23:56Z	doi	10.3897/phytokeys.1.659
dewiki.tsv:6802283	Stephanidae	100432239	2012-03-03T17:52:58Z	doi	10.3897/zookeys.4.49
dewiki.tsv:6940171	Larsenianthus	103160855	2012-05-13T07:20:30Z	doi	10.3897/phytokeys.1.658
dewiki.tsv:7828228	Anden-Makibär	121566896	2013-08-15T18:28:10Z	doi	10.3897/zookeys.324.5827
dewiki.tsv:4560840	Stachelschwanzleguane	140644773	2015-04-07T13:07:12Z	doi	10.3897/zookeys.494.8903
dewiki.tsv:7526558	Schwarzer Schnurfüßer	113980052	2013-02-09T11:26:10Z	doi	10.3897/ijm.6.2172
dewiki.tsv:7528910	Solanum dillonii	113978222	2013-02-09T10:27:28Z	doi	10.3897/phytokeys.1.659
dewiki.tsv:7530340	Solanum oxapampense	114012892	2013-02-10T08:32:33Z	doi	10.3897/phytokeys.1.659
dewiki.tsv:5007108	Bergottern	68810014	2010-01-04T11:41:50Z	doi	10.3897/zookeys.31.261
dewiki.tsv:7378281	Apioninae	110615770	2012-11-17T18:38:20Z	doi	10.3897/zookeys.88.807
dewiki.tsv:22333	Paprika	106704925	2012-08-12T08:53:19Z	doi	10.3897/phytokeys.2.730
dewiki.tsv:7690193	Hieracium maccoshiana	118626475	2013-05-18T14:56:50Z	doi	10.3897/phytokeys.3.920
dewiki.tsv:3756846	Capsicum galapagoense	121909237	2013-08-26T07:55:54Z	doi	10.3897/phytokeys.2.730
dewiki.tsv:7544262	Solanum verecundum	114330849	2013-02-17T18:35:48Z	doi	10.3897/phytokeys.1.659
dewiki.tsv:8020217	Heterozerconidae	125609331	2013-12-20T04:01:21Z	doi	10.3897/ijm.7.3064
dewiki.tsv:7193414	Curculionoidea	107991744	2012-09-12T18:01:41Z	doi	10.3897/zookeys.88.807
dewiki.tsv:7394393	Zwerghornschnecken	122921503	2013-09-27T09:45:16Z	doi	10.3897/subtbiol.11.5966
dewiki.tsv:7197820	Kleine Walddeckelschnecke	108014846	2012-09-13T10:06:14Z	doi	10.3897/zookeys.208.2869
dewiki.tsv:6822002	Utetheisa ornatrix	139019596	2015-02-19T21:17:39Z	doi	10.3897/zookeys.40.414
dewiki.tsv:5741456	Solanum aspersum	124538264	2013-11-17T07:53:15Z	doi	10.3897/phytokeys.22.4041
dewiki.tsv:8769163	Alexander Pawlowitsch Rasnizyn	140191766	2015-03-23T07:38:54Z	doi	10.3897/zookeys.130.1917
dewiki.tsv:7229786	Dryophthorinae	108343269	2012-09-21T09:57:15Z	doi	10.3897/zookeys.88.807
dewiki.tsv:8030986	Termitaphididae	126016618	2014-01-01T20:49:13Z	doi	10.3897/zookeys.25.267
dewiki.tsv:8162531	Orcula conica	128699411	2014-03-20T07:02:25Z	doi	10.3897/zookeys.301.5304
dewiki.tsv:4480343	Bartläufer	147473496	2015-10-28T16:46:59Z	doi	10.3897/zookeys.245.3416
dewiki.tsv:6830044	Ceraphronidae	158193192	2016-09-24T20:24:26Z	doi	10.3897/BDJ.2.e1167
dewiki.tsv:9373393	Ehrenpreis-Scheckenfalter	152392532	2016-03-11T08:26:42Z	doi	10.3897/nl.37.7966
dewiki.tsv:6830816	Megaspilidae	158192903	2016-09-24T20:15:51Z	doi	10.3897/BDJ.2.e1167
dewiki.tsv:8774728	Pteris hivaoaensis	140304816	2015-03-26T20:09:33Z	doi	10.3897/phytokeys.4.1602
dewiki.tsv:6055435	Systematik der Warane	151864127	2016-02-24T13:24:11Z	doi	10.3897/zookeys.568.6872
dewiki.tsv:8356089	Aepophilus bonnairei	133037127	2014-08-13T11:27:51Z	doi	10.3897/zookeys.130.1563
dewiki.tsv:7566895	Solanum rubicaule	114864454	2013-03-02T08:46:17Z	doi	10.3897/phytokeys.1.660
dewiki.tsv:6838830	Brachinus sclopeta	101102218	2012-03-20T15:33:31Z	doi	10.3897/zookeys.100.1525
