dewiki.tsv:4633	Knorpelfische	126771563	2014-01-23T05:12:48Z	doi	10.7554/eLife.00590
dewiki.tsv:638236	L-Lactatdehydrogenase	150882087	2016-01-31T13:24:25Z	doi	10.7554/eLife.03640
dewiki.tsv:89009	Europäischer Waldelefant	166172910	2017-06-07T17:18:04Z	doi	10.7554/eLife.25413
dewiki.tsv:2500129	Hedgehog-Signalweg	172541000	2018-01-03T12:44:06Z	doi	10.7554/eLife.13308
dewiki.tsv:1464	Elefanten	166173569	2017-06-07T17:49:33Z	doi	10.7554/eLife.25413
dewiki.tsv:1003017	Wollhaarmammut	166176575	2017-06-07T19:38:28Z	doi	10.7554/eLife.25413
dewiki.tsv:2173063	Entwicklung von Einzellern zu Vielzellern	117826174	2013-04-23T17:08:56Z	doi	10.7554/eLife.00013
dewiki.tsv:1005173	Palaeoloxodon	166176787	2017-06-07T19:47:40Z	doi	10.7554/eLife.25413
dewiki.tsv:841813	Phytophthora infestans	123674630	2013-10-21T18:14:02Z	doi	10.7554/elife.00731
dewiki.tsv:4405794	Pandemie H1N1 2009/10	155700773	2016-06-28T14:16:25Z	doi	10.7554/eLife.16777
dewiki.tsv:956053	Sirolimus	160145507	2016-11-28T03:34:43Z	doi	10.7554/eLife.16351
dewiki.tsv:748673	Werkzeuggebrauch bei Tieren	169311869	2017-09-21T18:00:44Z	doi	10.7554/eLife.23647.001
dewiki.tsv:4094281	Influenza-A-Virus H1N1	155700796	2016-06-28T14:17:13Z	doi	10.7554/eLife.16777
dewiki.tsv:6928612	Equidae	171485163	2017-11-28T19:55:27Z	doi	10.7554/eLife.29944
dewiki.tsv:6789970	Wilhelm Boland	139164012	2015-02-24T12:02:17Z	doi	10.7554/eLife.01096
dewiki.tsv:22614	Cyanobakterien	153833749	2016-04-26T14:47:19Z	doi	10.7554/eLife.12620
dewiki.tsv:9383116	Gentechnisch veränderte Tiere	152582058	2016-03-17T08:54:49Z	doi	10.7554/eLife.09790
dewiki.tsv:8517307	Rising-Star-Höhle	145911653	2015-09-10T15:41:02Z	doi	10.7554/eLife.09561
dewiki.tsv:8517307	Rising-Star-Höhle	165361024	2017-05-09T18:01:38Z	doi	10.7554/eLife.24231
dewiki.tsv:8517307	Rising-Star-Höhle	145913737	2015-09-10T16:57:55Z	doi	10.7554/eLife.09560
dewiki.tsv:8517307	Rising-Star-Höhle	165361818	2017-05-09T18:28:34Z	doi	10.7554/eLife.24232
dewiki.tsv:7723943	Prevotellaceae	124223073	2013-11-07T10:08:13Z	doi	10.7554/eLife.01608
dewiki.tsv:8379993	Bewegungskontrolle	165702110	2017-05-21T15:41:43Z	doi	10.7554/eLive.13141
dewiki.tsv:10039468	Guillén Fernández	170539288	2017-11-01T12:26:06Z	doi	10.7554/eLife.09668
dewiki.tsv:7931220	Johannes Krause	123673434	2013-10-21T17:30:34Z	doi	10.7554/elife.00731
dewiki.tsv:4916835	Lee Berger	145913488	2015-09-10T16:47:47Z	doi	10.7554/eLife.09560
dewiki.tsv:8837031	Martin Jinek	142107733	2015-05-15T20:19:29Z	doi	10.7554/eLife.00471
dewiki.tsv:8973279	Homo naledi	145911617	2015-09-10T15:40:14Z	doi	10.7554/eLife.09561
dewiki.tsv:8973279	Homo naledi	165362962	2017-05-09T19:10:07Z	doi	10.7554/eLife.26775
dewiki.tsv:8973279	Homo naledi	165362093	2017-05-09T18:39:27Z	doi	10.7554/eLife.24232
dewiki.tsv:8973279	Homo naledi	145912754	2015-09-10T16:16:33Z	doi	10.7554/eLife.10627
dewiki.tsv:8973279	Homo naledi	165361465	2017-05-09T18:15:26Z	doi	10.7554/eLife.24231
dewiki.tsv:8973279	Homo naledi	145903334	2015-09-10T11:37:12Z	doi	10.7554/eLife.09560
dewiki.tsv:8973279	Homo naledi	165362962	2017-05-09T19:10:07Z	doi	10.7554/eLife.24234
dewiki.tsv:10078618	Manfred Gahr (Biologe)	173063161	2018-01-18T12:30:45Z	doi	10.7554/eLife.07770
dewiki.tsv:8111451	Liste von Subtypen des Influenza-A-Virus	155700820	2016-06-28T14:17:55Z	doi	10.7554/eLife.16777
dewiki.tsv:10174763	Haringtonhippus	172552006	2018-01-03T18:03:43Z	doi	10.7554/eLife.29944
dewiki.tsv:10203876	Clathrin-vermittelte Endozytose	173292993	2018-01-24T21:46:58Z	doi	10.7554/eLife.03970
dewiki.tsv:9300793	Endozytose	158224301	2016-09-26T05:55:27Z	doi	10.7554/eLife.03970
dewiki.tsv:9358803	Gene Drive	151980191	2016-02-27T21:23:46Z	doi	10.7554/eLife.03401
elwiki.tsv:457256	Ιός Ζίκα	5665427	2016-02-02T15:55:30Z	doi	10.7554/eLife.08347
enwiki.tsv:2375794	Spiny mouse	786945003	2017-06-22T14:26:43Z	doi	10.7554/eLife.24623
enwiki.tsv:3730562	Cell cycle checkpoint	637600775	2014-12-11T09:16:42Z	doi	10.7554/eLife.03475
enwiki.tsv:2565082	Intrinsically photosensitive retinal ganglion cells	775450788	2017-04-14T23:25:14Z	doi	10.7554/eLife.15392
enwiki.tsv:2341134	Robert Ardrey	680859482	2015-09-13T17:08:33Z	doi	10.7554/eLife.09560
enwiki.tsv:2708147	Slow-wave sleep	823593264	2018-02-02T05:17:07Z	doi	10.7554/eLife.29055
enwiki.tsv:3037408	List of organisms by chromosome count	788149281	2017-06-29T19:28:21Z	doi	10.7554/eLife.20062
enwiki.tsv:4185466	Parrondo's paradox	782511568	2017-05-27T10:58:14Z	doi	10.7554/eLife.21673
enwiki.tsv:3474896	Magnesium transporter	708064760	2016-03-03T11:52:26Z	doi	10.7554/eLife.11407
enwiki.tsv:4189740	Plant defense against herbivory	553922295	2013-05-07T09:04:47Z	doi	10.7554/eLife.00007
enwiki.tsv:2400044	Cabbage looper	823441077	2018-02-01T07:34:11Z	doi	10.7554/eLife.31628
enwiki.tsv:3570572	CLIP	676615278	2015-08-18T03:13:04Z	doi	10.7554/eLife.05005
enwiki.tsv:5105731	Mechanism of action	770888506	2017-03-18T06:26:28Z	doi	10.7554/eLife.00747
enwiki.tsv:6190526	Toluca Valley	661420779	2015-05-08T15:01:49Z	doi	10.7554/eLife.00731
enwiki.tsv:3272096	Bert Vogelstein	639568039	2014-12-25T09:22:59Z	doi	10.7554/eLife.00747
enwiki.tsv:4501641	Stress granule	795543121	2017-08-14T22:23:38Z	doi	10.7554/eLife.18413
enwiki.tsv:5740540	Beta-Hydroxybutyric acid	741355578	2016-09-27T00:09:40Z	doi	10.7554/eLife.15092
enwiki.tsv:5684961	Mothers against decapentaplegic homolog 6	767953249	2017-02-28T22:28:04Z	doi	10.7554/eLife.20125
enwiki.tsv:5884194	Vesicular transport adaptor protein	776392776	2017-04-20T18:45:07Z	doi	10.7554/eLife.00951
enwiki.tsv:5884194	Vesicular transport adaptor protein	775961607	2017-04-18T03:29:47Z	doi	10.7554/eLife.02866
enwiki.tsv:6082997	Filling-in	781213722	2017-05-19T20:22:27Z	doi	10.7554/eLife.21761
enwiki.tsv:6856516	Tent-making bat	801974716	2017-09-23T04:25:36Z	doi	10.7554/eLife.26686
enwiki.tsv:6959376	Calcium-activated potassium channel	656690356	2015-04-16T01:21:55Z	doi	10.7554/eLife.00184
enwiki.tsv:5499945	Cholera toxin	737010429	2016-08-31T06:30:19Z	doi	10.7554/eLife.09545
enwiki.tsv:8929485	Raúl Rabadán	753164950	2016-12-05T15:45:33Z	doi	10.7554/eLife.02869
enwiki.tsv:7012714	Cav1.2	799362960	2017-09-07T07:11:32Z	doi	10.7554/eLife.05608
enwiki.tsv:11241418	Orphan gene	634930813	2014-11-22T06:41:42Z	doi	10.7554/eLife.01311
enwiki.tsv:8520848	RAD51	721958957	2016-05-25T02:54:25Z	doi	10.7554/eLife.02445
enwiki.tsv:9547252	Botryllus schlosseri	563797635	2013-07-11T11:06:07Z	doi	10.7554/eLife.00569
enwiki.tsv:10760991	Protein kinase C zeta type	720806452	2016-05-18T01:48:54Z	doi	10.7554/eLife.14846
enwiki.tsv:10760991	Protein kinase C zeta type	720806452	2016-05-18T01:48:54Z	doi	10.7554/eLife.16597
enwiki.tsv:7571937	Todd's paresis	763343179	2017-02-02T18:18:13Z	doi	10.7554/eLife.19352
enwiki.tsv:11288671	Lee Rogers Berger	680649339	2015-09-12T08:13:39Z	doi	10.7554/eLife.09560
enwiki.tsv:11402986	Deoxycytidine kinase	751036912	2016-11-22T23:58:18Z	doi	10.7554/eLife.00747
enwiki.tsv:12035605	NIPBL	821041115	2018-01-18T02:24:17Z	doi	10.7554/eLife.30000
enwiki.tsv:11008314	Evolutionary history of plants	575270232	2013-10-01T10:29:42Z	doi	10.7554/eLife.00961
enwiki.tsv:5092142	Laboratory of Molecular Biology	694691894	2015-12-10T22:22:41Z	doi	10.7554/eLife.00856
enwiki.tsv:14162129	PURA	786394797	2017-06-19T05:51:13Z	doi	10.7554/eLife.11297
enwiki.tsv:9575671	KDM1A	722363740	2016-05-27T16:30:33Z	doi	10.7554/eLife.08851
enwiki.tsv:14168103	MAP4	659726371	2015-04-28T18:38:51Z	doi	10.7554/eLife.05697
enwiki.tsv:14297503	Serum amyloid A1	706605286	2016-02-24T06:54:52Z	doi	10.7554/eLife.03206
enwiki.tsv:9593808	CTP synthetase	644864082	2015-01-30T16:38:54Z	doi	10.7554/eLife.03638
enwiki.tsv:14717436	Binding immunoglobulin protein	711292092	2016-03-22T00:36:06Z	doi	10.7554/eLife.03496
enwiki.tsv:13741292	Diplogasterida	650761863	2015-03-10T14:26:21Z	doi	10.7554/eLife.05463
enwiki.tsv:12994388	Bouldnor Cliff	689163107	2015-11-05T09:28:12Z	doi	10.7554/eLife.10005
enwiki.tsv:9962100	Mediator (coactivator)	765195344	2017-02-13T02:45:40Z	doi	10.7554/eLife.08719
enwiki.tsv:14880683	SYCP3	810584091	2017-11-16T04:59:09Z	doi	10.7554/eLife.02963
enwiki.tsv:14881451	SLC10A1	678197445	2015-08-27T23:17:31Z	doi	10.7554/eLife.00049
enwiki.tsv:14075966	PRKCE	697978141	2016-01-03T05:38:57Z	doi	10.7554/eLife.00772
enwiki.tsv:14626122	Lactate dehydrogenase	666645738	2015-06-12T16:54:32Z	doi	10.7554/eLife.03640
enwiki.tsv:14633734	Eukaryotic translation elongation factor 1 alpha 1	681265797	2015-09-16T05:35:37Z	doi	10.7554/eLife.03164
enwiki.tsv:15308316	List of RNA structure prediction software	676613947	2015-08-18T02:57:47Z	doi	10.7554/eLife.05005
enwiki.tsv:13534563	Nematophagous fungus	803148878	2017-09-30T19:20:51Z	doi	10.7554/eLife.20023
enwiki.tsv:14755929	Forkhead box L2	775191883	2017-04-13T08:08:43Z	doi	10.7554/eLife.04207
enwiki.tsv:14769870	NAPA (gene)	702277887	2016-01-29T15:57:39Z	doi	10.7554/eLife.00802
enwiki.tsv:15219150	TRIM33	678198550	2015-08-27T23:26:01Z	doi	10.7554/eLife.06377
enwiki.tsv:16770101	Long non-coding RNA	803365366	2017-10-02T02:13:36Z	doi	10.7554/eLife.08890
enwiki.tsv:15993141	Flaveria	746016329	2016-10-24T19:43:29Z	doi	10.7554/elife.02478
enwiki.tsv:16413778	Ageing	738495643	2016-09-09T08:28:56Z	doi	10.7554/eLife.08527
enwiki.tsv:15346583	LHX1	775524524	2017-04-15T12:57:24Z	doi	10.7554/eLife.03357
enwiki.tsv:15228106	YME1L1	740855286	2016-09-23T18:58:48Z	doi	10.7554/eLife.16078
enwiki.tsv:15065759	KMT2D	779721242	2017-05-10T16:06:30Z	doi	10.7554/eLife.01503
enwiki.tsv:14797606	Mitochondrial antiviral-signaling protein	680231736	2015-09-09T15:10:53Z	doi	10.7554/eLife.00785
enwiki.tsv:15069650	LARP1	818041762	2018-01-01T04:44:07Z	doi	10.7554/elife.24146
enwiki.tsv:15069650	LARP1	818041762	2018-01-01T04:44:07Z	doi	10.7554/elife.25237
enwiki.tsv:14799275	NFE2L1	707076448	2016-02-26T20:51:58Z	doi	10.7554/eLife.01856
enwiki.tsv:17037459	Hippocampus anatomy	702440537	2016-01-30T16:33:49Z	doi	10.7554/eLife.09960
enwiki.tsv:14817492	SLC7A11	818602097	2018-01-04T14:23:56Z	doi	10.7554/eLife.02523
enwiki.tsv:14958673	Optogenetics	708211792	2016-03-04T08:25:01Z	doi	10.7554/eLife.10482
enwiki.tsv:14819588	EIF2A	818378939	2018-01-03T05:42:54Z	doi	10.7554/elife.21198
enwiki.tsv:14821485	Early human migrations	822604030	2018-01-27T11:04:34Z	doi	10.7554/eLife.24231
enwiki.tsv:15376175	Ecdysone receptor	817984327	2017-12-31T20:06:51Z	doi	10.7554/eLife.26287
enwiki.tsv:14700825	Valosin-containing protein	693146903	2015-11-30T18:54:39Z	doi	10.7554/eLife.00308
enwiki.tsv:14428754	FZD3	623303449	2014-08-29T12:29:58Z	doi	10.7554/eLife.01482
enwiki.tsv:17998857	E. coli long-term evolution experiment	721645609	2016-05-23T05:58:01Z	doi	10.7554/eLife.05826
enwiki.tsv:17998857	E. coli long-term evolution experiment	730919784	2016-07-21T18:40:15Z	doi	10.7554/eLife.09696
enwiki.tsv:14709342	Cation channel superfamily	725480439	2016-06-15T22:34:14Z	doi	10.7554/eLife.00184
enwiki.tsv:17690502	Robert B. Darnell	799862704	2017-09-10T07:55:54Z	doi	10.7554/eLife.02734
enwiki.tsv:15925628	Hepatitis B	603851038	2014-04-12T08:34:33Z	doi	10.7554/eLife.00049
enwiki.tsv:16847514	MAPK15	664625889	2015-05-29T22:34:16Z	doi	10.7554/eLife.01828
enwiki.tsv:16848829	TMEM98	676616407	2015-08-18T03:26:54Z	doi	10.7554/eLife.05005
enwiki.tsv:16859908	B3GNT1	800302697	2017-09-12T17:52:35Z	doi	10.7554/eLife.03943
enwiki.tsv:18066455	Enzalutamide	753636570	2016-12-08T10:13:06Z	doi	10.7554/eLife.00499
enwiki.tsv:17592698	Streptomyces venezuelae	760113319	2017-01-15T01:27:58Z	doi	10.7554/eLife.21738
enwiki.tsv:18838	Mammal	780887209	2017-05-17T19:30:49Z	doi	10.7554/eLife.19130
enwiki.tsv:19643233	List of examples of convergent evolution	575294334	2013-10-01T14:28:52Z	doi	10.7554/eLife.00961
enwiki.tsv:21244265	Olfaction	700512221	2016-01-18T23:13:52Z	doi	10.7554/eLife.07865
enwiki.tsv:21273332	Haringtonhippus	812631908	2017-11-28T23:48:41Z	doi	10.7554/eLife.29944
enwiki.tsv:21392957	Phototaxis	695849053	2015-12-19T02:27:22Z	doi	10.7554/eLife.02730
enwiki.tsv:20645935	Prevotella	580803653	2013-11-08T20:45:36Z	doi	10.7554/eLife.01202
enwiki.tsv:10116	Endocytosis	661184724	2015-05-07T01:03:05Z	doi	10.7554/eLife.03970
enwiki.tsv:23217153	Chromera velia	713554504	2016-04-04T18:43:35Z	doi	10.7554/eLife.06974
enwiki.tsv:24544	Photosynthesis	575269669	2013-10-01T10:22:48Z	doi	10.7554/eLife.00961
enwiki.tsv:10326	Human evolution	681642482	2015-09-18T14:32:23Z	doi	10.7554/eLife.09560
enwiki.tsv:12385	Genetic code	781158017	2017-05-19T13:04:25Z	doi	10.7554/eLife.03640
enwiki.tsv:24277379	Transcriptional bursting	732113433	2016-07-29T18:44:57Z	doi	10.7554/eLife.08494
enwiki.tsv:24277379	Transcriptional bursting	732113433	2016-07-29T18:44:57Z	doi	10.7554/eLife.13051
enwiki.tsv:21942008	Cell polarity	811131218	2017-11-19T18:42:52Z	doi	10.7554/eLife.26722
enwiki.tsv:21942008	Cell polarity	811131218	2017-11-19T18:42:52Z	doi	10.7554/eLife.09638
enwiki.tsv:25058426	Expression quantitative trait loci	825204361	2018-02-12T01:49:58Z	doi	10.7554/eLife.04729
enwiki.tsv:12584	Golgi apparatus	787702009	2017-06-27T00:58:23Z	doi	10.7554/eLife.13232
enwiki.tsv:24467949	Translational regulation	666757279	2015-06-13T13:02:44Z	doi	10.7554/eLife.03640
enwiki.tsv:25113511	Nicotiana attenuata	759691873	2017-01-12T17:24:40Z	doi	10.7554/eLife.19531
enwiki.tsv:24831215	Zika virus	701448924	2016-01-24T17:31:17Z	doi	10.7554/eLife.08347
enwiki.tsv:19588	Mitochondrion	706120457	2016-02-21T15:55:22Z	doi	10.7554/eLife.07464
enwiki.tsv:24872938	Sortase	643265761	2015-01-19T21:37:03Z	doi	10.7554/eLife.01279
enwiki.tsv:23048	Prion	814183442	2017-12-07T09:31:24Z	doi	10.7554/eLife.01489
enwiki.tsv:28639	Stop codon	669466844	2015-07-01T11:17:54Z	doi	10.7554/eLife.03640
enwiki.tsv:25829369	List of neuroscience databases	733898206	2016-08-10T20:30:42Z	doi	10.7554/eLife.09960
enwiki.tsv:19702	Mutation	734131827	2016-08-12T10:21:03Z	doi	10.7554/elife.02001
enwiki.tsv:29395245	Daf-16	812405467	2017-11-27T18:08:53Z	doi	10.7554/eLife.00518
enwiki.tsv:28990145	Proteostasis	777786983	2017-04-29T07:25:09Z	doi	10.7554/elife.15550
enwiki.tsv:29648821	PAR-CLIP	676614292	2015-08-18T03:01:46Z	doi	10.7554/eLife.05005
enwiki.tsv:29446363	Mir-137	676614758	2015-08-18T03:06:56Z	doi	10.7554/eLife.05005
enwiki.tsv:9279	Elephant	795161466	2017-08-12T12:27:14Z	doi	10.7554/eLife.25413
enwiki.tsv:26983245	Xiaowei Zhuang	682301717	2015-09-22T21:01:21Z	doi	10.7554/eLife.04581
enwiki.tsv:31861650	Parhyale hawaiensis	787995234	2017-06-28T21:07:28Z	doi	10.7554/eLife.20062
enwiki.tsv:29478930	MicroRNA and microRNA target database	676614610	2015-08-18T03:05:23Z	doi	10.7554/eLife.05005
enwiki.tsv:32041135	Rhomboid protease	753856909	2016-12-09T16:13:07Z	doi	10.7554/eLife.00173
enwiki.tsv:32257728	Ricardo Rosselló	714356465	2016-04-09T07:05:48Z	doi	10.7554/eLife.00036
enwiki.tsv:35713622	N6-Methyladenosine	757994458	2017-01-02T22:14:00Z	doi	10.7554/eLife.15528
enwiki.tsv:33325298	Richard H. Ebright	606710544	2014-05-02T01:20:21Z	doi	10.7554/eLife.02450
enwiki.tsv:33325298	Richard H. Ebright	609894801	2014-05-24T03:09:07Z	doi	10.7554/eLife.02451
enwiki.tsv:33325298	Richard H. Ebright	815429749	2017-12-14T20:06:06Z	doi	10.7554/eLife.32038
enwiki.tsv:35917093	List of sequenced animal genomes	784156211	2017-06-06T19:51:33Z	doi	10.7554/eLife.20062
enwiki.tsv:30809251	Ruxolitinib	698384735	2016-01-05T19:58:13Z	doi	10.7554/eLife.12997
enwiki.tsv:36516951	David Bartel	676612903	2015-08-18T02:46:55Z	doi	10.7554/eLife.05005
enwiki.tsv:33158412	Scholarly peer review	787992671	2017-06-28T20:47:14Z	doi	10.7554/elife.12708
enwiki.tsv:33158412	Scholarly peer review	787992671	2017-06-28T20:47:14Z	doi	10.7554/eLife.12708
enwiki.tsv:34463932	Peto's paradox	764747706	2017-02-10T18:22:41Z	doi	10.7554/eLife.11994
enwiki.tsv:34901747	Wilhelm Boland	648618797	2015-02-24T12:11:52Z	doi	10.7554/eLife.01096
enwiki.tsv:30855468	Retinoblastoma protein	815295091	2017-12-14T00:21:29Z	doi	10.7554/eLife.02872
enwiki.tsv:34725780	Platynereis dumerilii	732225255	2016-07-30T13:34:06Z	doi	10.7554/eLife.02730
enwiki.tsv:31986580	HITS-CLIP	676614513	2015-08-18T03:04:12Z	doi	10.7554/eLife.05005
enwiki.tsv:34932939	MicroRNA sequencing	676616017	2015-08-18T03:21:59Z	doi	10.7554/eLife.05005
enwiki.tsv:31695000	Equus conversidens	812822086	2017-11-30T02:07:44Z	doi	10.7554/eLife.29944
enwiki.tsv:38570862	Cas9	620932657	2014-08-12T16:12:41Z	doi	10.7554/eLife.03401
enwiki.tsv:39867144	Ancestral sequence reconstruction	754173997	2016-12-11T07:00:12Z	doi	10.7554/eLife.10147
enwiki.tsv:38167400	Ian L. Boyd	827752818	2018-02-26T14:52:01Z	doi	10.7554/eLife.01061
enwiki.tsv:34760961	Neurobiological effects of physical exercise	797246246	2017-08-25T20:35:32Z	doi	10.7554/eLife.25062
enwiki.tsv:41251446	Rising Star Cave	804849157	2017-10-11T14:26:44Z	doi	10.7554/eLife.24231
enwiki.tsv:41251446	Rising Star Cave	680371915	2015-09-10T13:23:13Z	doi	10.7554/eLife.09560
enwiki.tsv:41251446	Rising Star Cave	680374640	2015-09-10T13:48:14Z	doi	10.7554/eLife.09561
enwiki.tsv:39280133	SNED1	753178048	2016-12-05T17:24:25Z	doi	10.7554/eLife.01308
enwiki.tsv:38211105	Galactonolactone dehydrogenase	791831020	2017-07-22T19:15:12Z	doi	10.7554/eLife.06369
enwiki.tsv:39681824	ISRIB	739248788	2016-09-13T16:22:22Z	doi	10.7554/eLife.05033
enwiki.tsv:39681824	ISRIB	559995735	2013-06-15T09:14:48Z	doi	10.7554/eLife.00498
enwiki.tsv:42243737	Min System	726024372	2016-06-19T14:00:43Z	doi	10.7554/eLife.03949
enwiki.tsv:43647737	Alexander F. Schier	795215157	2017-08-12T19:47:08Z	doi	10.7554/eLife.05042
enwiki.tsv:39093077	Samer Hattar	720541911	2016-05-16T14:34:15Z	doi	10.7554/elife.04979
enwiki.tsv:42017288	2014 in arthropod paleontology	614375828	2014-06-25T15:19:52Z	doi	10.7554/eLife.02844
enwiki.tsv:41328412	TargetScan	676613520	2015-08-18T02:53:35Z	doi	10.7554/eLife.05005
enwiki.tsv:46697210	Epigenetics of human development	662194443	2015-05-13T19:17:40Z	doi	10.7554/eLife.00005
enwiki.tsv:44155042	Gaiti Hasan	730028480	2016-07-16T07:22:52Z	doi	10.7554/eLife.07046
enwiki.tsv:46952181	African Genesis	689521026	2015-11-07T18:48:50Z	doi	10.7554/eLife.09560
enwiki.tsv:46724758	Michael Hausser	678250587	2015-08-28T06:46:19Z	doi	10.7554/eLife.05808
enwiki.tsv:43248490	Andrea Musacchio	633108161	2014-11-09T16:53:42Z	doi	10.7554/elife.02978
enwiki.tsv:41883177	List of biophysically important macromolecular crystal structures	621357226	2014-08-15T14:29:51Z	doi	10.7554/elife.01345
enwiki.tsv:40773905	Margaret Robinson	723074867	2016-05-31T21:03:35Z	doi	10.7554/eLife.02866
enwiki.tsv:46759370	MUL1	695817300	2015-12-18T20:41:56Z	doi	10.7554/elife.01958
enwiki.tsv:41911290	Niche (protein structural motif)	783388056	2017-06-01T23:45:13Z	doi	10.7554/eLife.23961
enwiki.tsv:39548793	PIEZO1	797277294	2017-08-26T01:14:16Z	doi	10.7554/eLife.07369
enwiki.tsv:47940107	Robert A. Martienssen	732287005	2016-07-30T22:22:12Z	doi	10.7554/eLife.15716
enwiki.tsv:44250288	2015 in arthropod paleontology	654362607	2015-03-31T16:49:46Z	doi	10.7554/eLife.05447
