langfile:page_id	page_title	rev_id	timestamp	type	id
enwiki.tsv:7300733	Hatzegopteryx	761159866	2017-01-21T08:12:44Z	doi	10.7717/peerj.1032
enwiki.tsv:8981762	List of amphibians of Korea	804502077	2017-10-09T12:45:18Z	doi	10.7717/peerj.3872
enwiki.tsv:7023167	List of giant squid specimens and sightings (References)	714591944	2016-04-10T18:15:03Z	doi	10.7717/peerj.715
enwiki.tsv:11539807	Hongshanornis	588944420	2014-01-03T08:09:42Z	doi	10.7717/peerj.234
enwiki.tsv:10416781	Journal ranking	818111507	2018-01-01T17:14:33Z	doi	10.7717/peerj.183
enwiki.tsv:9651623	Octávio Mateus	655507655	2015-04-08T13:44:08Z	doi	10.7717/peerj.857
enwiki.tsv:10016001	List of organisms named after famous people	685136359	2015-10-11T01:50:37Z	doi	10.7717/peerj.1301
enwiki.tsv:5082111	Erythrosuchidae	718239748	2016-05-02T10:35:38Z	doi	10.7717/peerj.1778
enwiki.tsv:5082473	Proterosuchidae	718238256	2016-05-02T10:20:15Z	doi	10.7717/peerj.1778
enwiki.tsv:12849050	Lourinhã Formation	715247945	2016-04-14T16:13:20Z	doi	10.7717/peerj.857
enwiki.tsv:11690599	Suweon tree frog	803739032	2017-10-04T09:31:04Z	doi	10.7717/peerj.3872
enwiki.tsv:10783248	Naturita Formation	741863777	2016-09-30T03:51:58Z	doi	10.7717/peerj.2502
enwiki.tsv:12857282	Nassariidae	811500524	2017-11-22T01:16:18Z	doi	10.7717/peerj.3638
enwiki.tsv:12389431	Gastrotheca testudinea	760042497	2017-01-14T16:57:53Z	doi	10.7287/peerj.preprints.2710v1
enwiki.tsv:13860559	Chasmataspidida	668106070	2015-06-22T11:54:38Z	doi	10.7717/peerj.641
enwiki.tsv:14161673	Harvestman phylogeny	672475932	2015-07-21T19:55:07Z	doi	10.7717/peerj.641
enwiki.tsv:13798859	List of acanthodians	760702985	2017-01-18T16:13:12Z	doi	10.7717/peerj.1331
enwiki.tsv:9577488	Exosome (vesicle)	753819666	2016-12-09T11:06:22Z	doi	10.7717/peerj.2693
enwiki.tsv:12404611	Thorius	749844064	2016-11-16T13:09:03Z	doi	10.7717/peerj.2694
enwiki.tsv:14442548	Prostitution in Ecuador	817299350	2017-12-27T13:38:47Z	doi	10.7717/peerj.2726
enwiki.tsv:12516793	Jenkins' shrew tenrec	688237041	2015-10-30T15:17:29Z	doi	10.7717/peerj.927
enwiki.tsv:12168252	SymPy	820817394	2018-01-16T19:57:13Z	doi	10.7717/peerj-cs.103
enwiki.tsv:12763945	Land snail	602465840	2014-04-02T20:13:33Z	doi	10.7717/peerj.297
enwiki.tsv:12307449	Environment of Florida	669066806	2015-06-28T17:11:35Z	doi	10.7717/peerj.1037
enwiki.tsv:12181556	Rhyniognatha	783134679	2017-05-31T09:50:09Z	doi	10.7717/peerj.3402
enwiki.tsv:12531423	Cameroon scaly-tail	796494090	2017-08-21T06:39:32Z	doi	10.7717/peerj.2320
enwiki.tsv:13120745	Specimens of Tyrannosaurus	688317111	2015-10-31T02:37:01Z	doi	10.7287/peerj.preprints.852v1
enwiki.tsv:12536006	Jamaican fig-eating bat	701138112	2016-01-22T18:41:14Z	doi	10.7717/peerj.191
enwiki.tsv:12660510	Opisthostoma fraternum	635027618	2014-11-22T23:34:08Z	doi	10.7717/peerj.329
enwiki.tsv:14075787	16S ribosomal RNA	773573149	2017-04-03T06:50:10Z	doi	10.7717/peerj.2492
enwiki.tsv:11431500	Mild cognitive impairment	697108342	2015-12-28T08:44:18Z	doi	10.7287/peerj.preprints.1610v1
enwiki.tsv:12546504	Troglohyphantes	689356125	2015-11-06T16:31:00Z	doi	10.7717/peerj.1384
enwiki.tsv:12221184	Paraves	756648310	2016-12-25T21:35:17Z	doi	10.7717/peerj.2159
enwiki.tsv:12813877	Haramiyida	745671502	2016-10-22T15:55:34Z	doi	10.7717/peerj.2592
enwiki.tsv:14647099	Two-component regulatory system	731944439	2016-07-28T15:06:36Z	doi	10.7717/peerj.1183
enwiki.tsv:11460017	Self-acceptance	785551331	2017-06-14T04:50:41Z	doi	10.7717/peerj.259
enwiki.tsv:12592895	Machalilla National Park	714892464	2016-04-12T13:11:16Z	doi	10.7287/peerj.preprints.1896v1
enwiki.tsv:17483559	Neuquensuchus	788985334	2017-07-04T16:58:21Z	doi	10.7717/peerj.3481
enwiki.tsv:14270156	Xenoposeidon	810611740	2017-11-16T10:01:15Z	doi	10.7287/peerj.preprints.3415v1
enwiki.tsv:17336069	Hallopodidae	797733960	2017-08-28T21:39:07Z	doi	10.7717/peerj.2801
enwiki.tsv:16632066	Mesosuchus	768487814	2017-03-04T02:57:13Z	doi	10.7717/peerj.1778
enwiki.tsv:15631275	Styxosaurus	710473558	2016-03-17T04:19:45Z	doi	10.7717/peerj.1777
enwiki.tsv:13294262	Climate change in the Arctic	634410909	2014-11-18T18:40:47Z	doi	10.7717/peerj.406
enwiki.tsv:13295157	Ichniotherium	827148182	2018-02-23T01:28:52Z	doi	10.7717/peerj.4346
enwiki.tsv:17672510	Polyptychodon	719592497	2016-05-10T16:46:35Z	doi	10.7717/peerj.1998
enwiki.tsv:15391192	Cymothoidae	728449330	2016-07-05T14:35:53Z	doi	10.7717/peerj.2188
enwiki.tsv:14981166	Single-cell protein	677152534	2015-08-21T13:28:01Z	doi	10.7287/peerj.preprints.1279
enwiki.tsv:15661218	Proterochampsidae	718228948	2016-05-02T08:39:37Z	doi	10.7717/peerj.1778
enwiki.tsv:15107261	Razanandrongobe	788947823	2017-07-04T12:44:35Z	doi	10.7717/peerj.3481
enwiki.tsv:16677052	Mourasuchus	769120370	2017-03-07T18:08:06Z	doi	10.7717/peerj.3056
enwiki.tsv:15668264	Geoplanidae	602006861	2014-03-30T20:38:44Z	doi	10.7717/peerj.297
enwiki.tsv:15668264	Geoplanidae	715257022	2016-04-14T17:23:54Z	doi	10.7717/peerj.1307
enwiki.tsv:15668264	Geoplanidae	668595639	2015-06-25T10:05:41Z	doi	10.7717/peerj.1037
enwiki.tsv:16681186	Macrocnemus	821376893	2018-01-20T02:59:15Z	doi	10.7717/peerj.1778
enwiki.tsv:18183771	Euparkeriidae	636405567	2014-12-03T02:27:33Z	doi	10.7717/peerj.658
enwiki.tsv:17369680	Woolly mammoth	663477723	2015-05-22T00:46:29Z	doi	10.7717/peerj.318
enwiki.tsv:18467647	Zhongornis	731699197	2016-07-26T23:43:09Z	doi	10.7717/peerj.1032
enwiki.tsv:18052832	Clelandina	701844993	2016-01-26T22:41:08Z	doi	10.7717/peerj.1608
enwiki.tsv:18199195	Brancasaurus	756284462	2016-12-23T04:55:42Z	doi	10.7717/peerj.2813
enwiki.tsv:17869174	Eoalligator	793799008	2017-08-04T01:18:46Z	doi	10.7717/peerj.2356
enwiki.tsv:20205	Marsupial	786509406	2017-06-19T22:39:06Z	doi	10.7717/peerj.3103
enwiki.tsv:15799597	Amietophrynus	701255769	2016-01-23T13:31:05Z	doi	10.7717/peerj.1553
enwiki.tsv:17586182	Collaboration graph	654000403	2015-03-29T06:45:46Z	doi	10.7287/peerj.preprints.936v1
enwiki.tsv:18378871	Koskinonodon	776039477	2017-04-18T16:25:28Z	doi	10.7717/peerj.3183
enwiki.tsv:18086749	Kaiwhekea	802566263	2017-09-27T00:34:03Z	doi	10.7717/peerj.1777
enwiki.tsv:16955873	Apatosaurinae	655515820	2015-04-08T14:52:19Z	doi	10.7717/peerj.857
enwiki.tsv:18103239	Sycosaurus	701790232	2016-01-26T16:11:01Z	doi	10.7717/peerj.1608
enwiki.tsv:2362	Antibody	626210417	2014-09-19T13:42:44Z	doi	10.7717/peerj.456
enwiki.tsv:18926545	Alligatorium	724504536	2016-06-09T17:52:19Z	doi	10.7717/peerj.599
enwiki.tsv:18413531	Sustainability	631957566	2014-11-01T00:49:21Z	doi	10.7287/peerj.preprints.46v1
enwiki.tsv:16976158	Notosuchia	788981441	2017-07-04T16:31:20Z	doi	10.7717/peerj.3481
enwiki.tsv:16984262	Aelurognathus	701793939	2016-01-26T16:38:58Z	doi	10.7717/peerj.1608
enwiki.tsv:19928041	Effects of climate change on plant biodiversity	594019966	2014-02-05T08:57:20Z	doi	10.7717/peerj.77
enwiki.tsv:19349845	Cryopreservation	721913047	2016-05-24T20:27:34Z	doi	10.7717/peerj.1039
enwiki.tsv:19936010	Albanerpetontidae	737106613	2016-08-31T20:10:16Z	doi	10.7287/peerj.preprints.1596v1
enwiki.tsv:20976520	Cuttlefish	733723012	2016-08-09T18:07:18Z	doi	10.7717/peerj.2035
enwiki.tsv:20597704	Amphicoelias	647440776	2015-02-16T19:56:06Z	doi	10.7287/peerj.preprints.838v1
enwiki.tsv:20597704	Amphicoelias	661885396	2015-05-11T19:18:38Z	doi	10.7717/peerj.857
enwiki.tsv:20597793	Diplodocus	655343858	2015-04-07T13:17:19Z	doi	10.7717/peerj.857
enwiki.tsv:20597793	Diplodocus	645094759	2015-02-01T04:45:38Z	doi	10.7717/peerj.712
enwiki.tsv:21491601	Nigersaurus	678208203	2015-08-28T00:28:39Z	doi	10.7717/peerj.124
enwiki.tsv:20103628	Zoogonidae	602774333	2014-04-04T20:36:23Z	doi	10.7717/peerj.292
enwiki.tsv:21658703	Asiatosuchus	794104991	2017-08-05T21:24:42Z	doi	10.7717/peerj.2356
enwiki.tsv:20334511	Mermithidae	663564037	2015-05-22T16:58:10Z	doi	10.7717/peerj.947
enwiki.tsv:24151	Flatworm	602007775	2014-03-30T20:46:10Z	doi	10.7717/peerj.297
enwiki.tsv:19179861	Moschowhaitsia	803968317	2017-10-05T20:43:45Z	doi	10.7717/peerj.3868
enwiki.tsv:19181049	Langobardisaurus	817254204	2017-12-27T05:36:35Z	doi	10.7717/peerj.1778
enwiki.tsv:19029319	Dryolestida	697485873	2015-12-30T20:57:17Z	doi	10.7287/peerj.preprints.755v1
enwiki.tsv:20813774	Allaru Formation	694328323	2015-12-08T15:34:45Z	doi	10.7717/peerj.1475
enwiki.tsv:20813889	Merchantville Formation	791481527	2017-07-20T15:14:10Z	doi	10.7287/peerj.preprints.3097v3
enwiki.tsv:20041065	Elliot Formation	702748803	2016-02-01T13:06:01Z	doi	10.7717/peerj.1639
enwiki.tsv:19193177	Atoposauridae	819404990	2018-01-09T05:15:10Z	doi	10.7717/peerj.599
enwiki.tsv:20821517	Kem Kem Beds	707611721	2016-02-29T20:47:03Z	doi	10.7717/peerj.1754
enwiki.tsv:8311	Dinosaur	578721490	2013-10-25T18:11:09Z	doi	10.7717/peerj.36
enwiki.tsv:22272633	Isisfordia	793338768	2017-08-01T04:02:42Z	doi	10.7717/peerj.759
enwiki.tsv:22115620	Regional effects of global warming	634408492	2014-11-18T18:23:08Z	doi	10.7717/peerj.406
enwiki.tsv:22284233	Ruyangosaurus	814900523	2017-12-11T16:04:19Z	doi	10.7717/peerj.3217
enwiki.tsv:22012412	Dongusuchus	775515915	2017-04-15T11:29:13Z	doi	10.7717/peerj.1778
enwiki.tsv:22439481	Ictidostoma	803967122	2017-10-05T20:35:28Z	doi	10.7717/peerj.3868
enwiki.tsv:22439490	Hofmeyria	803967687	2017-10-05T20:39:18Z	doi	10.7717/peerj.3868
enwiki.tsv:22440000	Tropidostoma	797530839	2017-08-27T17:02:10Z	doi	10.7717/peerj.2913
enwiki.tsv:22440033	Smilesaurus	701796241	2016-01-26T16:56:09Z	doi	10.7717/peerj.1608
enwiki.tsv:22440072	Viatkosuchus	803968604	2017-10-05T20:45:32Z	doi	10.7717/peerj.3868
enwiki.tsv:8420	Dodo	704607673	2016-02-12T13:55:55Z	doi	10.7717/peerj.1432
enwiki.tsv:20941658	Anchiornis	770006495	2017-03-12T22:02:11Z	doi	10.7717/peerj.2159
enwiki.tsv:21799679	Parksosauridae	698457596	2016-01-06T06:31:30Z	doi	10.7717/peerj.1523
enwiki.tsv:24091722	Mandasuchus	825651174	2018-02-14T16:22:43Z	doi	10.7717/peerj.4235
enwiki.tsv:24392998	Paleobiota of the Yixian Formation	588863841	2014-01-02T20:24:52Z	doi	10.7717/peerj.234
enwiki.tsv:12385	Genetic code	546107224	2013-03-21T22:42:47Z	doi	10.7717/peerj.50
enwiki.tsv:24710895	Phasianinae	670335615	2015-07-07T09:20:13Z	doi	10.7717/peerj.361
enwiki.tsv:24824	Pterosaur	736963359	2016-08-30T23:45:13Z	doi	10.7717/peerj.2311
enwiki.tsv:24824	Pterosaur	761095995	2017-01-20T21:27:25Z	doi	10.7717/peerj.2908
enwiki.tsv:24824	Pterosaur	711484657	2016-03-23T04:29:26Z	doi	10.7717/peerj.1018
enwiki.tsv:24890562	Platydemus	668595077	2015-06-25T09:58:40Z	doi	10.7717/peerj.1037
enwiki.tsv:24890562	Platydemus	602006285	2014-03-30T20:34:16Z	doi	10.7717/peerj.297
enwiki.tsv:22992190	Crooked River (British Columbia)	826955192	2018-02-21T23:10:50Z	doi	10.7717/peerj.4221
enwiki.tsv:3410	Bird	716902448	2016-04-24T16:12:34Z	doi	10.7717/peerj.1032
enwiki.tsv:21938883	Hepatitis B virus	799376169	2017-09-07T10:04:23Z	doi	10.7717/peerj.3757
enwiki.tsv:23696299	Acochlidiacea	780859230	2017-05-17T16:26:51Z	doi	10.7717/peerj.2738
enwiki.tsv:25378100	Melarhaphe neritoides	766502533	2017-02-20T15:18:30Z	doi	10.7717/peerj.2549
enwiki.tsv:22385018	Kentriodontidae	808393155	2017-11-02T16:15:05Z	doi	10.7717/peerj.3991
enwiki.tsv:24745340	Perdicinae	670335647	2015-07-07T09:20:32Z	doi	10.7717/peerj.361
enwiki.tsv:1346	Apatosaurus	680856596	2015-09-13T16:44:36Z	doi	10.7287/peerj.preprints.1347v1
enwiki.tsv:1346	Apatosaurus	655355447	2015-04-07T14:55:33Z	doi	10.7717/peerj.857
enwiki.tsv:1346	Apatosaurus	645093481	2015-02-01T04:29:34Z	doi	10.7717/peerj.712
enwiki.tsv:1347	Allosaurus	700630408	2016-01-19T18:02:17Z	doi	10.7717/peerj.940
enwiki.tsv:23863656	Microsuchus	788979943	2017-07-04T16:20:53Z	doi	10.7717/peerj.3481
enwiki.tsv:24621075	Eusauropoda	723598774	2016-06-04T00:26:43Z	doi	10.7717/peerj.36
enwiki.tsv:25414243	List of archosaurs of the Chinle Formation	738150941	2016-09-07T06:09:24Z	doi	10.7717/peerj.2336
enwiki.tsv:25414243	List of archosaurs of the Chinle Formation	818320616	2018-01-02T21:53:33Z	doi	10.7717/peerj.1583
enwiki.tsv:23880163	Syrinx aruanus	697734688	2016-01-01T15:17:55Z	doi	10.7717/peerj.715
enwiki.tsv:14313	Hair	704318462	2016-02-10T21:57:30Z	doi	10.7287/peerj.preprints.1702v1
enwiki.tsv:23472899	Australovenator	800506657	2017-09-14T00:09:32Z	doi	10.7717/peerj.3427
enwiki.tsv:23472899	Australovenator	800506657	2017-09-14T00:09:32Z	doi	10.7717/peerj.1512
enwiki.tsv:23472899	Australovenator	800506657	2017-09-14T00:09:32Z	doi	10.7717/peerj.2312
enwiki.tsv:12717	Giraffe	692717541	2015-11-27T20:28:55Z	doi	10.7717/peerj.36
enwiki.tsv:23307541	Clea (gastropod)	811490028	2017-11-21T23:40:47Z	doi	10.7717/peerj.3638
enwiki.tsv:24695021	List of invasive species in North America	668595842	2015-06-25T10:07:53Z	doi	10.7717/peerj.1037
enwiki.tsv:26137572	Plant litter	696373862	2015-12-22T18:44:43Z	doi	10.7717/peerj.826
enwiki.tsv:24852412	Platydemus manokwari	668284982	2015-06-23T13:02:49Z	doi	10.7717/peerj.1037
enwiki.tsv:24852412	Platydemus manokwari	598766918	2014-03-09T00:00:37Z	doi	10.7717/peerj.297
enwiki.tsv:26856439	Ruhuhucerberus	761275908	2017-01-22T01:30:48Z	doi	10.7717/peerj.1608
enwiki.tsv:27241107	Bipalium kewense	715626054	2016-04-17T00:40:50Z	doi	10.7717/peerj.297
enwiki.tsv:27619373	Cyphoma macumba	787791284	2017-06-27T15:25:45Z	doi	10.7717/peerj.3018
enwiki.tsv:27619374	Cyphoma mcgintyi	787791393	2017-06-27T15:26:40Z	doi	10.7717/peerj.3018
enwiki.tsv:27619379	Cyphoma signatum	770930641	2017-03-18T13:57:04Z	doi	10.7717/peerj.3018
enwiki.tsv:27097793	Abyssotrophon soyoae	813696272	2017-12-04T19:48:59Z	doi	10.7717/peerj.4121
enwiki.tsv:26197246	Enric Sala	737060701	2016-08-31T14:28:36Z	doi	10.7717/peerj.81
enwiki.tsv:28355471	Sebecosuchia	789297926	2017-07-06T15:30:41Z	doi	10.7717/peerj.3481
enwiki.tsv:30251030	Chaco tortoise	683612703	2015-10-01T11:31:32Z	doi	10.7717/peerj.1298
enwiki.tsv:25866515	Mithrax spinosissimus	683817907	2015-10-02T18:19:58Z	doi	10.7717/peerj.1301
enwiki.tsv:28835664	Koilamasuchus	818348565	2018-01-03T01:17:04Z	doi	10.7717/peerj.1778
enwiki.tsv:28623865	Paludititan	762141460	2017-01-26T22:34:47Z	doi	10.7717/peerj.2908
enwiki.tsv:28623865	Paludititan	762141460	2017-01-26T22:34:47Z	doi	10.7717/peerj.1032
enwiki.tsv:18184	Lizard	822638482	2018-01-27T16:28:57Z	doi	10.7717/peerj.2955
enwiki.tsv:26554817	Ignavusaurus	824145795	2018-02-05T16:11:46Z	doi	10.7717/peerj.4224
enwiki.tsv:30065374	Kunpengopterus	813193932	2017-12-02T09:46:31Z	doi	10.7717/peerj.4102
enwiki.tsv:28642445	Balaur bondoc	667476642	2015-06-18T11:40:00Z	doi	10.7717/peerj.1032
enwiki.tsv:27868859	Cañadón Asfalto Formation	738599132	2016-09-09T23:12:06Z	doi	10.7717/peerj.2311
enwiki.tsv:27351197	Inversion (evolutionary biology)	710492469	2016-03-17T07:18:32Z	doi	10.7287/peerj.preprints.432v2
enwiki.tsv:30720021	Lybia edmondsoni	772001252	2017-03-24T18:55:49Z	doi	10.7717/peerj.2954
enwiki.tsv:26979772	Eudromaeosauria	783073278	2017-05-30T23:56:03Z	doi	10.7717/peerj.1032
enwiki.tsv:28059473	Invasive species in the United States	668596248	2015-06-25T10:12:42Z	doi	10.7717/peerj.1037
enwiki.tsv:4210	Bipedalism	694508646	2015-12-09T18:39:12Z	doi	10.7717/peerj.925
enwiki.tsv:29291510	Structural variation	652730442	2015-03-20T13:21:26Z	doi	10.7717/peerj.836
enwiki.tsv:30332231	Macroolithus	801471729	2017-09-19T21:35:36Z	doi	10.7717/peerj.3706
enwiki.tsv:28727167	Euphorbia hirta	659813747	2015-04-29T05:32:45Z	doi	10.7717/peerj.671
enwiki.tsv:27200967	Phosphate solubilizing bacteria	739074311	2016-09-12T17:02:33Z	doi	10.7717/peerj.2121
enwiki.tsv:29082859	Sarahsaurus	824144018	2018-02-05T16:00:12Z	doi	10.7717/peerj.4224
enwiki.tsv:29506831	Diplodocinae	655516936	2015-04-08T15:00:19Z	doi	10.7717/peerj.857
enwiki.tsv:31585451	Otukaia ikukoae	813695337	2017-12-04T19:42:50Z	doi	10.7717/peerj.4121
enwiki.tsv:31253625	Archeopelta	816791699	2017-12-23T18:44:18Z	doi	10.7717/peerj.1778
enwiki.tsv:31473124	Bumblebee communication	733288207	2016-08-06T19:06:03Z	doi	10.7717/peerj.604
enwiki.tsv:31473124	Bumblebee communication	717577380	2016-04-28T14:51:25Z	doi	10.7287/peerj.preprints.2003v1
enwiki.tsv:31258399	Doswelliidae	718227290	2016-05-02T08:22:21Z	doi	10.7717/peerj.1778
enwiki.tsv:36122619	Artificial life	800271301	2017-09-12T13:45:04Z	doi	10.7717/peerj.948
enwiki.tsv:34612318	Dryosaurus grandis	731795456	2016-07-27T15:38:11Z	doi	10.7287/peerj.preprints.2308v1
enwiki.tsv:30239813	Bacterial phyla	699064321	2016-01-10T01:22:15Z	doi	10.7717/peerj.740
enwiki.tsv:36712013	Palaeoamyda	766935480	2017-02-23T00:37:41Z	doi	10.7717/peerj.2647
enwiki.tsv:32976999	Thescelosaurinae	696424110	2015-12-23T01:49:12Z	doi	10.7717/peerj.1523
enwiki.tsv:31778866	Proterochampsia	718223848	2016-05-02T07:50:51Z	doi	10.7717/peerj.1778
enwiki.tsv:31778866	Proterochampsia	718223848	2016-05-02T07:50:51Z	doi	10.7717/peerj.658
enwiki.tsv:35954442	Selenium in biology	702571543	2016-01-31T11:29:27Z	doi	10.7717/peerj.1244
enwiki.tsv:33164844	Aeolosaurini	724329688	2016-06-08T14:55:50Z	doi	10.7717/peerj.2054
enwiki.tsv:38084801	2012 in paleomammalogy	766689642	2017-02-21T15:58:24Z	doi	10.7717/peerj.3024
enwiki.tsv:33000293	Vonhuenia	718311923	2016-05-02T19:56:03Z	doi	10.7717/peerj.1778
enwiki.tsv:38289515	Extracellular RNA	754409289	2016-12-12T14:07:38Z	doi	10.7717/peerj.2693
enwiki.tsv:34483273	Specimens of Archaeopteryx	823869698	2018-02-03T23:09:56Z	doi	10.7717/peerj.4191
enwiki.tsv:33769862	2012 in paleontology	790090833	2017-07-11T15:09:34Z	doi	10.7717/peerj.3433
enwiki.tsv:34488103	Leptophoca	780760671	2017-05-17T01:19:21Z	doi	10.7717/peerj.3024
enwiki.tsv:35346934	Steneosaurus megarhinus	794420556	2017-08-07T22:42:43Z	doi	10.7287/peerj.preprints.1351v1
enwiki.tsv:35985426	Protosteloid	631919935	2014-10-31T18:43:16Z	doi	10.7717/peerj.296
enwiki.tsv:36980133	NiFe hydrogenase	790196432	2017-07-12T05:59:31Z	doi	10.7717/peerj.2269
enwiki.tsv:33198793	Ligia	804110759	2017-10-06T20:22:45Z	doi	10.7717/peerj.3894
enwiki.tsv:33039059	Amitosis	715776546	2016-04-17T23:14:27Z	doi	10.7287/peerj.preprints.772v1
enwiki.tsv:33039059	Amitosis	715930835	2016-04-18T20:29:23Z	doi	10.7287/peerj.preprints.1728v1
enwiki.tsv:33039059	Amitosis	715930835	2016-04-18T20:29:23Z	doi	10.7287/peerj.preprints.1730v1
enwiki.tsv:33039059	Amitosis	715930835	2016-04-18T20:29:23Z	doi	10.7287/peerj.preprints.1729v1
enwiki.tsv:34516280	Euornithes	712100656	2016-03-26T23:34:28Z	doi	10.7717/peerj.1765
enwiki.tsv:32174165	Sucker (zoology)	602775867	2014-04-04T20:48:57Z	doi	10.7717/peerj.292
enwiki.tsv:35814961	Protorosauria	817189170	2017-12-26T19:46:49Z	doi	10.7717/peerj.1778
enwiki.tsv:35820494	Prolacerta	826924162	2018-02-21T19:21:16Z	doi	10.7717/peerj.1778
enwiki.tsv:39240309	Eugregarinorida	802332855	2017-09-25T14:17:55Z	doi	10.7717/peerj.3354
enwiki.tsv:32407686	Pissarrachampsa	722838347	2016-05-30T12:18:24Z	doi	10.7717/peerj.2075
enwiki.tsv:42201499	Plesiochelys	602040198	2014-03-31T00:53:44Z	doi	10.7717/peerj.258
enwiki.tsv:41735951	Pervushovisaurus	781177861	2017-05-19T15:47:32Z	doi	10.7717/peerj.2604
enwiki.tsv:36275413	Elasmaria	814242891	2017-12-07T17:18:42Z	doi	10.7717/peerj.1523
enwiki.tsv:36046892	Novialoidea	736963568	2016-08-30T23:47:22Z	doi	10.7717/peerj.2311
enwiki.tsv:42912441	Cognitive reflection test	783923182	2017-06-05T13:25:50Z	doi	10.7717/peerj.2395
enwiki.tsv:37505328	List of bird species described in the 2010s	802057435	2017-09-23T18:33:31Z	doi	10.7717/peerj.3475
enwiki.tsv:43161546	Bipaliinae	614688010	2014-06-27T21:39:41Z	doi	10.7717/peerj.430
enwiki.tsv:43162750	Pandoc	782211594	2017-05-25T15:20:26Z	doi	10.7717/peerj-cs.112
enwiki.tsv:37702598	Necrolestes	794450531	2017-08-08T03:12:56Z	doi	10.7287/peerj.preprints.755v1
enwiki.tsv:38401612	Wangisuchus	635468042	2014-11-26T04:02:39Z	doi	10.7717/peerj.658
enwiki.tsv:37934357	Kaatedocus	655742937	2015-04-09T21:56:34Z	doi	10.7717/peerj.857
enwiki.tsv:42692694	Platydemus manokwari as an invasive species	668595467	2015-06-25T10:03:38Z	doi	10.7717/peerj.1037
enwiki.tsv:42692694	Platydemus manokwari as an invasive species	608819063	2014-05-16T11:03:27Z	doi	10.7717/peerj.297
enwiki.tsv:41305218	2013 in mammal paleontology	611404194	2014-06-03T17:08:22Z	doi	10.7717/peerj.191
enwiki.tsv:43194830	Metopocetus	702118955	2016-01-28T15:37:31Z	doi	10.7717/peerj.1572
enwiki.tsv:44114322	Paralabrax	629647796	2014-10-15T00:30:48Z	doi	10.7717/peerj.213
enwiki.tsv:42017288	2014 in arthropod paleontology	624990664	2014-09-10T20:12:59Z	doi	10.7717/peerj.510
enwiki.tsv:42511841	Tetrophthalmi	672571737	2015-07-22T12:11:01Z	doi	10.7717/peerj.641
enwiki.tsv:44358555	15-Hydroxyeicosatetraenoic acid	723167330	2016-06-01T12:35:25Z	doi	10.7717/peerj.635
enwiki.tsv:46186341	Atocetus	808553605	2017-11-03T15:38:38Z	doi	10.7717/peerj.3991
enwiki.tsv:40687121	Chelodina murrayi	575433278	2013-10-02T13:07:40Z	doi	10.7717/peerj.170
enwiki.tsv:42516906	Australian Age of Dinosaurs	790335305	2017-07-13T02:17:02Z	doi	10.7717/peerj.3427
enwiki.tsv:41335205	Platanthera azorica	585567613	2013-12-11T08:56:06Z	doi	10.7717/peerj.218
enwiki.tsv:46923868	Chthamalus fragilis	666050223	2015-06-08T15:37:40Z	doi	10.7717/peerj.926
enwiki.tsv:40703624	Hyporthodus	734798464	2016-08-16T19:57:43Z	doi	10.7717/peerj.2233
enwiki.tsv:45468547	James W. Byng	719220450	2016-05-08T09:56:46Z	doi	10.7287/peerj.preprints.1930v1
enwiki.tsv:37566879	Jeholosauridae	696423948	2015-12-23T01:47:33Z	doi	10.7717/peerj.1523
enwiki.tsv:39337193	Stress in medical students	791907234	2017-07-23T06:06:42Z	doi	10.7717/peerj.840
enwiki.tsv:41170880	2014 in paleontology	790088776	2017-07-11T14:54:23Z	doi	10.7717/peerj.3433
enwiki.tsv:41170880	2014 in paleontology	639633075	2014-12-25T23:56:00Z	doi	10.7717/peerj.712
enwiki.tsv:41170880	2014 in paleontology	824996737	2018-02-10T21:28:43Z	doi	10.7717/peerj.258
enwiki.tsv:41170880	2014 in paleontology	823324266	2018-01-31T15:50:19Z	doi	10.7717/peerj.234
enwiki.tsv:41170880	2014 in paleontology	639632463	2014-12-25T23:48:31Z	doi	10.7717/peerj.599
enwiki.tsv:41170880	2014 in paleontology	640293453	2014-12-30T21:44:03Z	doi	10.7717/peerj.252
enwiki.tsv:41170880	2014 in paleontology	639633519	2014-12-26T00:01:52Z	doi	10.7717/peerj.658
enwiki.tsv:41170880	2014 in paleontology	639685981	2014-12-26T12:55:34Z	doi	10.7717/peerj.407
enwiki.tsv:41170880	2014 in paleontology	639882213	2014-12-28T01:13:32Z	doi	10.7717/peerj.624
enwiki.tsv:40936625	Raymond M. Alf Museum of Paleontology	664692307	2015-05-30T10:52:26Z	doi	10.7717/peerj.182
enwiki.tsv:37763390	2013 in paleontology	790088385	2017-07-11T14:51:01Z	doi	10.7717/peerj.3433
enwiki.tsv:37763390	2013 in paleontology	587931635	2013-12-27T16:27:04Z	doi	10.7717/peerj.170
enwiki.tsv:37763390	2013 in paleontology	756184822	2016-12-22T15:17:39Z	doi	10.7717/peerj.2813
enwiki.tsv:37774663	Autonomous sensory meridian response	653854068	2015-03-28T06:18:48Z	doi	10.7717/peerj.851
enwiki.tsv:42069901	Aenigmastropheus	717732060	2016-04-29T11:35:53Z	doi	10.7717/peerj.1778
enwiki.tsv:42551231	Registry of World Record Size Shells	704663217	2016-02-12T20:52:51Z	doi	10.7717/peerj.715
enwiki.tsv:40746706	Spillover infection	692867369	2015-11-28T22:08:53Z	doi	10.7717/peerj.522
